0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106290700631465,-0.126207656751689,0.0953917482338515
0.01,4.41153054087809e-11,-5.2363907560207e-11,3.96339142906526e-11,0,1.76288735114128e-08,-2.09233014154498e-08,1.58423009689158e-08,0,5.28003772737402e-06,-6.26585962031844e-06,4.74705791700214e-06,0.00105255781505488,-0.00124871960233709,0.000947158633931384,0.104220862379511,-0.123536263715729,0.0940399785524254
0.02,7.03085102204556e-10,-8.34260663582032e-10,6.32340269075207e-10,0,1.40341042007317e-07,-1.66495946978278e-07,1.26287817857518e-07,0,2.09821616926991e-05,-2.48853456122098e-05,1.88981136892468e-05,0.00208441724759022,-0.00247072527431458,0.00188079957104851,0.102151024127557,-0.120864870679769,0.0926882088709993
0.03,3.54539692170988e-09,-4.20541270639131e-09,3.19209816684361e-09,0,4.71322448741248e-07,-5.58918503886235e-07,4.24700644377519e-07,0,4.689938807078e-05,-5.55913186720781e-05,4.23179903485914e-05,0.00309557829760602,-0.00366601701593248,0.00280092281135137,0.100081185875603,-0.11819347764381,0.0913364391895732
0.04,1.11610485365229e-08,-1.32341911811116e-08,1.00597687987958e-08,0,1.11168919871478e-06,-1.31772014630111e-06,1.0030931045592e-06,0,8.28247330364211e-05,-9.81166394963273e-05,7.48715109268933e-05,0.00408604096510229,-0.00483459482719078,0.00370752835483997,0.0980113476236493,-0.11552208460785,0.0899846695081471
0.05,2.71408495779977e-08,-3.21709020093044e-08,2.44895777480274e-08,0,2.16048755867755e-06,-2.55975865534873e-06,1.95212575275143e-06,0,0.000128551212764427,-0.000152194168781362,0.00011642349845601,0.00505580525007901,-0.00597645870808948,0.00460061620151431,0.0959415093716954,-0.112850691571891,0.088632899826721
0.06,5.60557231537249e-08,-6.642107195861e-08,5.06355972927157e-08,0,3.71469395712723e-06,-4.39922041911897e-06,3.36110737362164e-06,0,0.000183871843429603,-0.000217556767223585,0.000166838775967799,0.00600487115253619,-0.00709160865862859,0.00548018635137439,0.0938716711197415,-0.110179298535931,0.0872811301452949
0.07,1.03436007465012e-07,-1.22518734712387e-07,9.35382287093049e-08,0,5.86921498430953e-06,-6.94762043266574e-06,5.31799498215584e-06,0,0.000248579641206753,-0.000293937295519402,0.000225982166494117,0.00693323867247384,-0.0081800446788081,0.00634623880442021,0.0918018328677875,-0.107507905499971,0.0859293604638688
0.08,1.75750757424365e-07,-2.08099716939355e-07,1.59110684575692e-07,0,8.71688739221821e-06,-1.0313802298007e-05,7.90939382365861e-06,0,0.000322467622270681,-0.000381068614365215,0.000293718493066822,0.00784090780989194,-0.00924176676862802,0.00719877356065177,0.0897319946158336,-0.104836512464012,0.0845775907824427
0.09,2.80387046272965e-07,-3.3187492436323e-07,2.54125471074414e-07,0,1.23484780945951e-05,-1.46039382241247e-05,1.12205573737531e-05,0,0.000405328802796193,-0.00047868358445743,0.000369912578717771,0.00872787856479051,-0.0102767749280883,0.00803779062006906,0.0876621563638797,-0.102165119428052,0.0832258211010166
0.1,4.25629267198155e-07,-5.03603627832373e-07,3.8620087029583e-07,0,1.685268416693e-05,-1.99215290269649e-05,1.5335387338381e-05,0,0.000496956198958093,-0.00058651506649245,0.000454429246478822,0.00959415093716954,-0.0112850691571891,0.0088632899826721,0.0855923181119258,-0.0994937263920926,0.0818740514195905
0.11,6.20638434950914e-07,-7.3406674938942e-07,5.63787422541312e-07,0,2.23161328464609e-05,-2.63674041294377e-05,2.03364336538027e-05,0,0.000597142826931186,-0.000704295921166679,0.000547133319381833,0.010439724927029,-0.0122666494559302,0.00967527164846087,0.0835224798599718,-0.096822333356133,0.0805222817381644
0.12,8.75431487463341e-07,-1.03504014834093e-06,7.96154408626425e-07,0,2.88233815321737e-05,-3.40397215614172e-05,2.63048944865971e-05,0,0.000705681702890275,-0.000831759009176522,0.000647889620458659,0.011264600534369,-0.0132215158243117,0.0104737356174354,0.0814526416080179,-0.0941509403201733,0.0791705120567383
0.13,1.20086058746614e-06,-1.41926790732703e-06,1.09337633218412e-06,0,3.64569177848024e-05,-4.30339679597416e-05,3.33206162336615e-05,0,0.000822365843010166,-0.000968637191218381,0.000756562972741159,0.0120687777591894,-0.0141496682623337,0.0112586818895956,0.079382803356064,-0.0914795472842137,0.0778187423753122
0.14,1.60859242410608e-06,-1.90043561839104e-06,1.46631940196791e-06,0,4.52971593268291e-05,-5.34429585682129e-05,4.1462093522212e-05,0,0.000946988263465664,-0.00111466332798866,0.000873018199261191,0.0128522566014903,-0.015051106769996,0.0120301104649416,0.0773129651041101,-0.0888081542482541,0.0764669726938861
0.15,2.1110875145635e-06,-2.49314366904911e-06,1.92662801415506e-06,0,5.54224540424837e-05,-6.53568372375976e-05,5.08064692097833e-05,0,0.00107934198043157,-0.00126957028018377,0.000997120123050611,0.0136150370612716,-0.0159258313472987,0.0127880213434734,0.0752431268521562,-0.0861367612122945,0.07511520301246
0.16,2.7215795056698e-06,-3.21288052835991e-06,2.48671123464978e-06,0,6.69090799777446e-05,-7.88630764256257e-05,6.14295343842284e-05,0,0.0012192200100827,-0.00143309090850011,0.00112873356714128,0.0143571191385334,-0.0167738419942419,0.0135324145251908,0.0731732886002022,-0.0834653681763349,0.0737634333310339
0.17,3.45405447552487e-06,-4.07599603299421e-06,3.15972928138641e-06,0,7.98312453403378e-05,-9.40464771969918e-05,7.34057283637192e-05,0,0.00136641536859384,-0.00160495807363408,0.00126772335456505,0.0150785028332756,-0.0175951387108254,0.014263290010094,0.0711034503482483,-0.0807939751403753,0.0724116636496078
0.18,4.3232302351146e-06,-5.09967467330451e-06,3.95958000663258e-06,0,9.42610884997375e-05,-0.000110989169223354,8.68081386967458e-05,0,0.00152072107213981,-0.00178490463628208,0.00141395430835378,0.0157791881454983,-0.0183897214970494,0.014980647798183,0.0690336120962944,-0.0781225821044157,0.0710598939681817
0.19,5.34453562992841e-06,-6.30190887939479e-06,4.90088537929244e-06,0,0.000110268677987166,-0.000129770610783335,0.000101708501162117,0,0.00168193013689541,-0.00197266345714053,0.00156729125153933,0.0164591750752015,-0.0191575903529137,0.0156844878894577,0.0669637738443405,-0.0754511890684561,0.0697081242867556
0.2,6.53408984157662e-06,-7.70147230719001e-06,5.9989779672098e-06,0,0.000127922012495594,-0.000150467588762521,0.000118177199768961,0,0.00184983557903544,-0.00216796739690582,0.00172759900715355,0.0171184636223852,-0.0198987452784185,0.0163748102839181,0.0648939355923865,-0.0727797960324965,0.0683563546053295
0.21,7.90868168940804e-06,-9.31789312450584e-06,7.26988741947136e-06,0,0.000147287020879739,-0.000173154218653462,0.000136283266756724,0,0.00202423041473472,-0.00237054931627437,0.00189474239822831,0.0177570537870493,-0.0206131862735637,0.0170516149815643,0.0628240973404326,-0.0701084029965369,0.0670045849239034
0.22,9.48574893212738e-06,-1.11714272971183e-05,8.73032694870985e-06,0,0.000168427562156068,-0.000197901944555674,0.000156094382595169,0,0.00220490766016803,-0.00258014207594257,0.00206858624779545,0.0183749455691938,-0.0213009133383493,0.0177149019823962,0.0607542590884787,-0.0674370099605773,0.0656528152424773
